,id,title,all
1803,31640,Blood and Wine,bob rafelson jack nicholson stephen dorff jennifer lopez judy davis crime drama thriller robbery gun fight love murder heist theft diamond neo-noir
1804,9092,Snow White: A Tale of Terror,michael cohn sigourney weaver sam neill monica keena gil bellows fantasy horror jealousy toxication castle step mother fairy-tale figure apple middle ages mirror nobility
1805,2779,The Curse of the Jade Scorpion,woody allen dan aykroyd helen hunt woody allen charlize theron comedy crime mystery romance thriller hypnosis independent film
1806,316002,Accidental Love,david o. russell jake gyllenhaal jessica biel james marsden catherine keener romance comedy one-night stand romantic comedy accidental love
1807,36355,Flipper,alan shapiro elijah wood paul hogan jonathan banks jason fuchs adventure family dolphin florida florida keys summer
1808,238615,Self/less,tarsem singh ryan reynolds ben kingsley natalie martinez matthew goode science fiction mystery thriller lie immortality terminal illness laboratory cancer doctor body-swap death rich false memory soul transference rich man mind transfer host body body snatching eternal
1809,1985,The Constant Gardener,fernando meirelles ralph fiennes rachel weisz danny huston bill nighy drama mystery thriller aids diplomat nairobi politician pharmaceutical industry cancer morgue genocide in rwanda
1810,615,The Passion of the Christ,mel gibson jim caviezel maia morgenstern monica bellucci rosalinda celentano drama christianity jewry roman empire jesus christ suffering apostle last supper roman bible mission torture
1811,788,Mrs. Doubtfire,chris columbus robin williams sally field pierce brosnan harvey fierstein comedy drama family san francisco parents kids relationship restaurant nanny mask custody battle fake identity
1812,380,Rain Man,barry levinson dustin hoffman tom cruise valeria golino gerald r. molen drama individual mentally disabled autism loss of father yuppie car dealer egocentrism travel convertible psychiatrist duringcreditsstinger savant
1813,13223,Gran Torino,clint eastwood clint eastwood christopher carley bee vang ahney her drama rape war veteran immigration priest gang old man teenager gangster detroit widower car hmong
1814,10523,W.,oliver stone josh brolin elizabeth banks ellen burstyn ioan gruffudd drama history usa white house usa president george w. bush president iraq war
1815,8681,Taken,pierre morel liam neeson famke janssen maggie grace katie cassidy action thriller paris kidnapping human trafficking rescue prostitution albanian missing daughter ex cia agent
1816,239571,The Best of Me,michael hoffman michelle monaghan james marsden liana liberato luke bracey drama romance high school sweetheart
1817,619,The Bodyguard,mick jackson whitney houston kevin costner michele lamar richards ralph waite thriller action drama music romance sister sister relationship anonymous letter diva bodyguard oscar award los angeles
1818,424,Schindler's List,steven spielberg liam neeson ben kingsley ralph fiennes caroline goodall drama history war factory concentration camp hero holocaust world war ii nazis defense industry biography the holocaust
1819,50014,The Help,tate taylor emma stone viola davis octavia spencer bryce dallas howard drama mississippi based on novel exploitation racial segregation racism writer maid moral courage ressentiment southern belle racial issues 1960s newspaper columnist
1820,162903,The Fifth Estate,bill condon benedict cumberbatch daniel brühl anthony mackie david thewlis drama thriller journalist biography internet information leak activist
1821,11024,Scooby-Doo 2: Monsters Unleashed,raja gosnell freddie prinze jr. sarah michelle gellar matthew lillard linda cardellini mystery fantasy adventure comedy detective monster engine based on tv series dog
1822,208763,Forbidden Kingdom,oleg stepchenko jason flemyng aleksey chadov agniya ditkovskite yuriy tsurilo thriller adventure mystery fantasy monster mystic church demon witchcraft science dark fantasy 3d
1823,6466,Freddy vs. Jason,ronny yu robert englund ken kirzinger jason ritter monica keena horror murder marijuana teenager bad dream
1824,254024,The Face of an Angel,michael winterbottom kate beckinsale cara delevingne daniel brühl ava acres thriller drama murder investigation
1825,12589,Jimmy Neutron: Boy Genius,john a. davis debi derryberry megan cavanagh mark decarlo jeffrey garcia action adventure animation comedy family fantasy science fiction showdown gi villain genius alien rescue miniaturization robot battle laser gun spear boy genius
1826,7191,Cloverfield,matt reeves lizzy caplan jessica lucas odette annable michael stahl-david action thriller science fiction helicopter monster skyscraper fight camcorder panic chaos supernatural quarantine friends alien rescue survival disaster escape giant monster kaiju military found footage aftercreditsstinger
1827,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,michael pressman paige turco david warner michelan sisti leif tilden science fiction adventure action comedy family crime fighter fight mutant turtle ninja reporter new york city
1828,117,The Untouchables,brian de palma kevin costner sean connery charles martin smith andy garcía crime drama history thriller white suit al capone tough cop treasury agent untouchable tax evasion jury tampering rule of law rooftop chase cutting face while shaving 1930s
1829,6977,No Country for Old Men,joel coen tommy lee jones javier bardem josh brolin woody harrelson crime drama thriller texas drug traffic hitman united states–mexico barrier suspense
1830,168530,Ride Along,tim story ice cube kevin hart john leguizamo bruce mcgill action comedy police operation police officer brother-in-law brother-in-law relationship duringcreditsstinger black men
1831,634,Bridget Jones's Diary,sharon maguire renée zellweger colin firth hugh grant gemma jones comedy romance drama holiday london england england alcohol sex lovesickness telecaster birthday christmas party news broadcast sexual frustration diary cigarette daughter mother daughter relationship lawyer reporter extramarital affair duringcreditsstinger woman director christmas
1832,392,Chocolat,lasse hallström juliette binoche alfred molina johnny depp judi dench comedy drama romance chocolate mayor praline single mother daughter relationship
1833,10327,"Legally Blonde 2: Red, White & Blonde",charles herman-wurmfeld reese witherspoon sally field regina king jennifer coolidge comedy washington d.c. boston chambers of a barrister tierversuch lawyer
1834,88042,Parental Guidance,andy fickman billy crystal bette midler marisa tomei tom everett scott comedy 
1835,41630,No Strings Attached,ivan reitman natalie portman ashton kutcher kevin kline cary elwes comedy romance father son relationship casual meeting student of medicine friends valentine male female relationship open relationship sexual humor best friend casual sex best friends in love duringcreditsstinger fling father son conflict friends with benefit
1836,11969,Tombstone,george p. cosmatos kurt russell val kilmer sam elliott bill paxton action adventure drama history western retirement wyatt earp right and justice historical figure
1837,2085,Romeo Must Die,andrzej bartkowiak jet li aaliyah isaiah washington russell wong action crime thriller martial arts hip-hop oakland asian asian man asian lead
1838,794,The Omen,richard donner gregory peck lee remick david warner billie whitelaw horror thriller monk prophecy ambassador nanny rottweiler devil's son revelation aggression by animal photography paranormal phenomena cowardliness archaeologist
1839,9286,Final Destination 3,james wong mary elizabeth winstead ryan merriman kris lemche alexz johnson horror mystery beheading dying and death stroke of fate
1840,77877,The Lucky One,scott hicks zac efron blythe danner taylor schilling jay r. ferguson drama romance based on novel wife husband relationship photo kennel playing chess bomb explosion iraq veteran
1841,1265,Bridge to Terabithia,gábor csupó josh hutcherson annasophia robb robert patrick zooey deschanel adventure drama family brother sister relationship friendship bullying neighbor school drawing based on children's book school bus imagination creek clubhouse reality vs fantasy outsider fantasy world overflowing with imagination
1842,866,Finding Neverland,marc forster johnny depp kate winslet julie christie dustin hoffman drama london england scotland parents kids relationship becoming an adult fantasy mother role childhood memory success widow theatre play stroke of fate costume peter pan theatre group adventure loss of husband marriage crisis theatre milieu friendship faith single mother daughter relationship author pirate illness spectacle child
1843,175555,A Madea Christmas,tyler perry tyler perry anna maria horsford tika sumpter eric lively comedy drama christmas
1844,75174,The Grey,joe carnahan liam neeson dermot mulroney frank grillo dallas roberts action drama thriller alcohol isolation wolf wilderness forest stranded alaska survival airplane crash fear howling death animal killing freezing animal attack campfire male camaraderie gun in mouth aftercreditsstinger bar fight eaten alive eaten by animal
1845,11096,Hide and Seek,john polson robert de niro dakota fanning famke janssen elisabeth shue horror mystery thriller house imaginary friend suspense loss of wife
1846,8699,Anchorman: The Legend of Ron Burgundy,adam mckay will ferrell christina applegate paul rudd david koechner comedy journalism sexism ladder panda tv show in film mustache misogynist newsroom teleprompter gang warfare aftercreditsstinger duringcreditsstinger news spoof
1847,769,GoodFellas,martin scorsese robert de niro ray liotta joe pesci lorraine bracco drama crime prison based on novel florida 1970s mass murder irish-american drug traffic biography based on true story murder organized crime gore mafia gangster new york city extreme violence violence brooklyn new york city crime epic tampa
1848,10923,Agent Cody Banks,harald zwart frankie muniz hilary duff angie harmon keith david action spy cia killer robot delinquent teen spy
1849,11283,Nanny McPhee,kirk jones emma thompson colin firth kelly macdonald thomas brodie-sangster fantasy comedy family loss of mother nanny education wizardry children single father
1850,111,Scarface,brian de palma al pacino steven bauer michelle pfeiffer mary elizabeth mastrantonio action crime drama thriller miami corruption capitalism cuba prohibition brother sister relationship loss of sister cocaine cult film bitterness
1851,11676,Nothing to Lose,steve oedekerk tim robbins martin lawrence john c. mcginley kelly preston action adventure comedy rap music infidelity security camera loss crook sociopath revenge artifact f word racism criminal on the road desert security guard shoplifting screwball reckless driving road movie buddy comedy unlikely friendship carjacker advertising executive suv aftercreditsstinger
1852,746,The Last Emperor,bernardo bertolucci john lone peter o'toole joan chen dennis dun drama history buddhism japan suicide china suicide attempt war crimes becoming an adult isolation war on drugs revolution emperor arranged marriage manchuria dynasty reeducation camp cultural revolution human experimentation war coup d'etat teacher beijing decadence communism
1853,77866,Contraband,baltasar kormákur mark wahlberg kate beckinsale ben foster giovanni ribisi thriller action drama crime head wound criminal security guard contraband
1854,9416,Money Talks,brett ratner chris tucker charlie sheen heather locklear paul sorvino action adventure comedy prison diamant liberation of prisoners transport of prisoners interview arrest
1855,7345,There Will Be Blood,paul thomas anderson daniel day-lewis paul dano dillon freasier ciarán hinds drama brother brother relationship deaf-mute american dream fanatic pipeline petrol father step father oil money killer alcoholic
1856,14317,The Wild Thornberrys Movie,cathy malkasian lacey chabert tom kane cree summer tim curry animation adventure family sister sister relationship safari wildlife baboon chimpanzee woman director
1857,20694,Rugrats Go Wild,norton virgien e.g. daily nancy cartwright kath soucie dionne quan animation family kids and family
1858,12277,Undercover Brother,malcolm d. lee eddie griffin chris kattan denise richards aunjanue ellis action comedy usa president double life policy and organisations undercover intelligence partner duringcreditsstinger
1859,9779,The Sisterhood of the Traveling Pants,ken kwapis amber tamblyn alexis bledel america ferrera blake lively drama comedy holiday female friendship jeans coming of age teenage girl summer based on young adult novel
1860,2140,Kiss of the Dragon,chris nahon jet li bridget fonda tchéky karyo max ryan action crime thriller paris prostitute drug
1861,12620,The House Bunny,fred wolf anna faris emma stone kat dennings katharine mcphee romance comedy virgin nudity college costume yoga bikini party playboy jail sorority pregnancy model car wash fraternity pledge
1862,14177,Beauty Shop,bille woodruff queen latifah alicia silverstone andie macdowell alfre woodard comedy romance 
1863,198185,Million Dollar Arm,craig gillespie jon hamm bill paxton lake bell suraj sharma drama baseball sport duringcreditsstinger
1864,227156,The Giver,phillip noyce jeff bridges meryl streep brenton thwaites odeya rush drama science fiction dystopia black and white based on young adult novel
1865,10735,What a Girl Wants,dennie gordon amanda bynes colin firth kelly preston jonathan pryce comedy london england england daughter politician teenage girl father daughter relationship american abroad teen comedy woman director
1866,11351,Jeepers Creepers 2,victor salva ray wise jonathan breck garikayi mutambirwa eric nenninger horror thriller father son relationship scarecrow peasant farm immortality mythical creature father
1867,10030,Good Luck Chuck,mark helfrich dane cook jessica alba dan fogler ellia english comedy drama romance sex aquarium nudity one-night stand bride man-woman relation love curse wedding dentist based on short story duringcreditsstinger
1868,10623,Cradle 2 the Grave,andrzej bartkowiak jet li dmx kelly hu anthony anderson action crime drama robbery diamant intelligence bank robber thief bank robbery financial transactions hoodlum
1869,590,The Hours,stephen daldry nicole kidman julianne moore meryl streep stephen dillane drama london england suicide gay poetry aids drowning depression home way of life self-destruction province literature empowerment country life family's daily life sense of life homelessness leaving one's family delusion
1870,9655,She's the Man,andy fickman amanda bynes channing tatum laura ramsey vinnie jones comedy drama family romance roommate twin sister sport boarding school twin brother mistaken identity soccer teenager teen comedy tomboy fake identity disguised voice the big game
1871,1268,Mr. Bean's Holiday,steve bendelack rowan atkinson max baldry emma de caunes willem dafoe family comedy holiday france film director chaos clumsy fellow to drop brick aftercreditsstinger
1872,11237,Anacondas: The Hunt for the Blood Orchid,dwight h. little johnny messner kadee strickland matthew marsden nicholas gonzalez adventure action horror science fiction thriller snake expedition traitor research orchid jungle animal horror
1873,190955,Blood Ties,guillaume canet clive owen billy crudup marion cotillard mila kunis thriller crime drama 
1874,5123,August Rush,kirsten sheridan freddie highmore keri russell jonathan rhys meyers terrence howard drama date loss of son love at first sight child labour guitar loss of child lover (female) love of one's life harmonica lie choir church choir rock star cello forbidden love music lover organ kiss affection music concert tenderness motherly love children's home death of a child orphanage secret love crush children falling in love relationship woman director piano
1875,4518,Elizabeth,shekhar kapur cate blanchett geoffrey rush christopher eccleston joseph fiennes drama history duke historical figure treason catholic protestant
1876,11932,Bride of Chucky,ronny yu ed gale jennifer tilly brad dourif katherine heigl horror comedy route 66 puppet evil doll killer doll killer toys toy comes to life chucky
1877,11165,Tora! Tora! Tora!,richard fleischer martin balsam sô yamamura joseph cotten tatsuya mihashi history action drama adventure war japan world war ii pearl harbor soldier imperial japan
1878,6116,Spice World,bob spiers victoria beckham melanie brown emma bunton melanie chisholm adventure fantasy drama comedy music pop pop culture pop star
1879,57431,The Sitter,david gordon green sam rockwell jonah hill max records ari graynor comedy babysitter duringcreditsstinger
1880,21724,Dance Flick,damien dante wayans shoshana bush damon wayans jr. essence atkins chris elliott action comedy music rap music hip-hop
1881,278,The Shawshank Redemption,frank darabont tim robbins morgan freeman bob gunton clancy brown drama crime prison corruption police brutality prison cell delinquent parole board escape from prison wrongful imprisonment framed for murder 1940s
1882,9290,Crocodile Dundee in Los Angeles,simon wincer paul hogan linda kozlowski jere burns jonathan banks adventure comedy crocodile traffic jam los angeles stolen painting
1883,11543,Kingpin,"bobby farrelly woody harrelson randy quaid vanessa angel bill murray comedy sport handicap sexual favor star spangled banner bowling team hair loss biblical interpretation comb over female stripper inflatable doll combover unlikely lovers kingpin carriage lancaster, pa"
1884,284536,The Gambler,rupert wyatt mark wahlberg john goodman brie larson michael kenneth williams thriller crime drama gambling gun professor beating gambler loan shark
1885,152737,August: Osage County,john wells meryl streep julia roberts chris cooper ewan mcgregor comedy drama suicide drug addiction funeral dysfunctional family based on play midwest southern bleak comedy mental disorders
1886,13374,Ice Princess,tim fywell michelle trachtenberg joan cusack amy stewart hayden panettiere drama comedy family sport figure skating teenage girl teen movie teenager
1887,8976,A Lot Like Love,nigel cole ashton kutcher amanda peet aimee garcia taryn manning comedy new york shyness career flight romantic comedy travel male female relationship los angeles
1888,319888,Eddie the Eagle,dexter fletcher taron egerton hugh jackman christopher walken ania sowinski comedy drama history underdog olympic games ski jump biography sport based on true story britain skiing feel good
1889,9469,He Got Game,spike lee denzel washington ray allen milla jovovich rosario dawson drama prison father son relationship homicide begnadigung release from prison forgiveness college basketball independent film
1890,1909,Don Juan DeMarco,jeremy leven johnny depp marlon brando faye dunaway géraldine pailhas romance drama comedy sex addiction love mental institution patient psychiatrist don juan
1891,22971,Dear John,lasse hallström amanda seyfried channing tatum henry thomas richard jenkins drama romance war based on novel army love u.s. soldier
1892,34813,The Losers,sylvain white jeffrey dean morgan zoe saldana chris evans idris elba action adventure crime mystery thriller hospital black ops reference to macgyver sucked into jet engine
1893,46261,Don't Be Afraid of the Dark,troy nixey katie holmes guy pearce bailee madison alan dale fantasy horror thriller monster remake creature bathtub teeth old house scary little people
1894,10431,War,philip g. atwell jet li jason statham john lone devon aoki action thriller crime fbi revenge fbi agent
1895,8051,Punch-Drunk Love,paul thomas anderson adam sandler emily watson philip seymour hoffman luis guzmán comedy drama romance shyness brother sister relationship business man
1896,9352,EuroTrip,jeff schaffer scott mechlowicz jacob pitts michelle trachtenberg travis wester comedy paris berlin alcohol sex nudity adventure pen pals travel nudism marijuana teenager duringcreditsstinger
1897,10167,Half Past Dead,don michael paul steven seagal morris chestnut ja rule nia peeples crime action thriller resistance undercover alcatraz stolen money
1898,18147,Unaccompanied Minors,paul feig lewis black wilmer valderrama tyler james williams dyllan christopher comedy family holiday
1899,17170,"Bright Lights, Big City",james bridges michael j. fox kiefer sutherland phoebe cates jason robards drama magazine writer drug fashion show
1900,18975,The Adventures of Pinocchio,steve barron martin landau jonathan taylor thomas geneviève bujold udo kier animation family fantasy italy father son relationship pinocchio love school crime having fun poor people boys
1901,15487,The Greatest Game Ever Played,bill paxton shia labeouf stephen dillane josh flitter peter firth drama family sport
1902,22825,The Box,richard kelly cameron diaz james marsden frank langella michael zegen thriller science fiction experiment homicide key sacrifice research test decision police control stalker murder alien gift conspiracy money scientist violence button stranger box
1903,11152,The Ruins,carter smith shawn ashmore jonathan tucker jena malone laura ramsey drama horror maya civilization carnivorous plant cancún ruins
1904,1831,The Next Best Thing,john schlesinger madonna rupert everett benjamin bratt malcolm stumpf comedy gay parents kids relationship custody battle flush yoga single best friend los angeles single father co-parenting
1905,43931,My Soul to Take,wes craven max thieriot john magaro denzel whitaker zena grey drama horror mystery thriller soul serial killer slasher teenager 3d
1906,10591,The Girl Next Door,luke greenfield emile hirsch elisha cuthbert timothy olyphant james remar comedy porn actor pornographic video high school school party blonde girl next door
1907,10861,Maximum Risk,ringo lam jean-claude van damme natasha henstridge jean-hugues anglade zach grenier action adventure thriller mistake in person dying and death twin brother russian mafia
1908,12770,Stealing Harvard,bruce mcculloch jason lee tom green leslie mann dennis farina action comedy drama robbery fool studies house uncle independent film money
1909,276907,Legend,brian helgeland tom hardy emily browning christopher eccleston david thewlis crime thriller biography based on true story gangster twins
1910,10074,Hot Rod,akiva schaffer andy samberg isla fisher bill hader sissy spacek action comedy stuntman step father swimming pool aftercreditsstinger
1911,65055,Shark Night,david r. ellis sara paxton chris carmack joel david moore chris zylka horror thriller shark attack louisiana dirty cop shark aftercreditsstinger
1912,10397,Angela's Ashes,alan parker emily watson robert carlyle joe breen michael legge drama emigration irish-american hunger socially deprived family famine alcoholism brooklyn new york city
1913,200505,Draft Day,ivan reitman kevin costner jennifer garner tom welling sam elliott drama sport duringcreditsstinger
1914,11954,Lifeforce,tobe hooper steve railsback peter firth frank finlay mathilda may fantasy horror science fiction thriller space marine vampire flying saucer comet alien halley's comet
1915,60309,The Conspirator,robert redford evan rachel wood james mcavoy kevin kline robin wright crime drama history president history conspiracy lawyer trial boarding house military tribunal historical union private club
1916,9787,Lords of Dogtown,catherine hardwicke emile hirsch victor rasuk rebecca de mornay john robinson drama skateboarding success independent film woman director
1917,293646,The 33,patricia riggen antonio banderas rodrigo santoro juliette binoche james brolin drama history mining chile based on true story survival woman director mining accident
1918,6978,Big Trouble in Little China,john carpenter kurt russell kim cattrall dennis dun james hong action adventure comedy fantasy kung fu chinatown magic mystery
1919,133698,Fly Me to the Moon,pascal chaumeil diane kruger dany boon alice pol robert plagnol comedy romance 
1920,59440,Warrior,gavin o'connor tom hardy jennifer morrison nick nolte joel edgerton action drama bank training beating mixed martial arts teacher muscleman combat alcoholic gym exercise
1921,1770,Michael Collins,neil jordan liam neeson aidan quinn stephen rea alan rickman drama thriller civil war fight presidential election freedom fighter chinese civil war ireland
1922,10655,Gettysburg,ronald f. maxwell jeff daniels tom berenger martin sheen sam elliott war drama history civil war independence troops army battle union soldier confederate soldier american civil war
1923,8988,Stop-Loss,kimberly peirce ryan phillippe abbie cornish joseph gordon-levitt channing tatum drama war post traumatic stress  disorder iraq war veteran u.s. soldier woman director
1924,15992,Abandon,stephen gaghan katie holmes benjamin bratt charlie hunnam zooey deschanel drama mystery thriller alcohol detective dancer nightmare college job party elite suspense drug boyfriend thesis pressure
1925,17707,Brokedown Palace,jonathan kaplan claire danes kate beckinsale bill pullman jacqueline kim drama thriller holiday prison thailand drug injustice
1926,77883,The Possession,ole bornedal jeffrey dean morgan natasha calis madison davenport kyra sedgwick horror thriller 
1927,40001,Mrs. Winterbourne,richard benjamin shirley maclaine ricki lake brendan fraser jane krakowski comedy romance drama role reversal mistaken identity train wreck
1928,64639,Straw Dogs,rod lurie james marsden kate bosworth alexander skarsgård dominic purcell drama thriller southern usa rape bar wife husband relationship barn machismo rifle home invasion
1929,9903,The Hoax,lasse hallström richard gere alfred molina marcia gay harden hope davis comedy drama flying 1970s false identity biography
1930,21338,Stone Cold,craig r. baxley brian bosworth lance henriksen william forsythe arabella holzbog action crime thriller undercover fbi biker cop motorcycle gang
1931,20766,The Road,john hillcoat viggo mortensen kodi smit-mcphee charlize theron robert duvall adventure drama post-apocalyptic dystopia paternity duringcreditsstinger
1932,24264,Sheena,john guillermin tanya roberts ted wass donovan scott elizabeth of toro action adventure comedy fantasy science fiction africa mercenary adventure female hero jungle girl
1933,19803,Underclassman,marcos siega nick cannon roselyn sánchez shawn ashmore cheech marin action comedy police high school undercover cop
1934,20309,Say It Isn't So,j.b. rogers chris klein heather graham orlando jones sally field comedy romance 
1935,9912,The World's Fastest Indian,roger donaldson anthony hopkins iain rea tessa mitchell aaron murphy drama new zealand utah life's dream independent film motorcycle motorcycle racing trailer mortgage
1936,9067,Tank Girl,rachel talalay lori petty ice-t naomi watts malcolm mcdowell action comedy fantasy science fiction destroy dystopia reincarnation desert artial arts woman director
1937,27360,King's Ransom,jeffrey w. byrd anthony anderson jay mohr kellita smith brooke d'orsay comedy crime caper action
1938,8338,Blindness,fernando meirelles julianne moore mark ruffalo alice braga gael garcía bernal drama mystery science fiction thriller fight blindness and impaired vision asylum leader society eye specialist uprising doomsday plague
1939,168705,BloodRayne,uwe boll kristanna loken ben kingsley michelle rodriguez michael madsen action adventure fantasy horror vampire vampire hunter based on video game romania
1940,72113,Carnage,roman polanski kate winslet jodie foster christoph waltz john c. reilly comedy drama flat mobile phone hamster insult dark comedy writer tulips meeting puke pants liberal
1941,9729,Where the Truth Lies,atom egoyan kevin bacon colin firth alison lohman david hayman drama mystery thriller sex journalist journalism 1970s entertainer one-night stand extramarital affair sex party
1942,94352,Cirque du Soleil: Worlds Away,andrew adamson erica linz igor zaripov matt gillanders jason berrent fantasy family clown music mimes cirque du soleil carnies aerialist
1943,22256,Without Limits,robert towne billy crudup donald sutherland monica potter jeremy sisto drama running olympic games sport athlete
1944,12404,Me and Orson Welles,richard linklater zac efron claire danes christian mckay imogen poots comedy drama romance new york based on novel historical figure theater 1930s
1945,152742,The Best Offer,giuseppe tornatore geoffrey rush jim sturgess sylvia hoeks donald sutherland drama romance crime mystery painting auctioneer confidence game fine art honey pot
1946,11699,The Bad Lieutenant: Port of Call - New Orleans,werner herzog nicolas cage eva mendes val kilmer fairuza balk drama crime police brutality organized crime policeman illegal drugs murder investigation corrupt cop
1947,49953,A Turtle's Tale: Sammy's Adventures,ben stassen yuri lowenthal gemma arterton isabelle fuhrman melanie griffith animation family global warming sea turtle 3d
1948,48034,Little White Lies,guillaume canet françois cluzet marion cotillard benoît magimel gilles lellouche comedy drama american football country house motorboat male female relationship thirty something beach house organic food weasel group of friends reprimand declaration of love parent child relationship texting low tide forced interrupted vacation osteopath lovesick
1949,39845,Love Ranch,taylor hackford helen mirren joe pesci sergio peris-mencheta gina gershon drama independent film
1950,25353,The True Story of Puss 'n Boots,jérôme deschamps jérôme deschamps yolande moreau louise wallon arthur deschamps family adventure animation cat surrealism cartoon cat
1951,36696,Space Dogs,inna evlannikova anna bolshova evgeny mironov sergey garmash aleksandr bashirov family animation russia space mission space outer space dog
1952,109091,The Counselor,ridley scott michael fassbender cameron diaz javier bardem goran visnjic thriller crime drama poetry lawyer drug smuggling drug trafficking red dress
1953,38543,Ironclad,jonathan english james purefoy kate mara jason flemyng paul giamatti romance adventure action history ambush hero fight castle battlefield duel king order of the templars
1954,33157,Waterloo,sergey bondarchuk rod steiger christopher plummer orson welles jack hawkins history action drama biography napoleon bonaparte waterloo
1955,290864,Kung Fu Jungle,teddy chan donnie yen charlie yeung wang baoqiang bai bing crime action thriller martial arts kung fu serial killer
1956,242166,Red Sky,mario van peebles cam gigandet rachael leigh cook shane west bill pullman action thriller love triangle middle east fight kidnapping missile pilot honor betrayal mission conspiracy attack explosion combat jet military rogue squad wmd dog fight
1957,859,Dangerous Liaisons,stephen frears glenn close john malkovich michelle pfeiffer swoosie kurtz drama romance lovesickness sexuality cheating cynic ladykiller fiancé arranged marriage passion seduction love letter boredom courtly life french revolution lover plan praise gender roles
1958,83770,On the Road,walter salles garrett hedlund sam riley kristen stewart amy adams adventure drama based on novel cemetery narration nudity funeral song friendship road trip marijuana snow cigarette smoking writer photograph on the road sex scene typewriter voice over suicide thoughts road movie denver colorado kerouac
1959,168,Star Trek IV: The Voyage Home,leonard nimoy william shatner leonard nimoy deforest kelley james doohan science fiction adventure saving the world san francisco uss enterprise-a time travel whale marine biologist vulcan space opera
1960,1246,Rocky Balboa,sylvester stallone sylvester stallone burt young milo ventimiglia geraldine hughes drama philadelphia transporter fight love of one's life publicity boxer grave tombstone tv station boxing match comeback training restaurant owner world champion challenger virtual fight defeat victory cancer over-the-hill fighter
1961,4233,Scream 2,wes craven david arquette neve campbell courteney cox sarah michelle gellar horror mystery film festivals slaughter slasher
1962,174751,Jane Got a Gun,gavin o'connor natalie portman joel edgerton ewan mcgregor noah emmerich action drama western 
1963,184098,Think Like a Man Too,tim story adam brody michael ealy jerry ferrara meagan good comedy romance 
1964,2069,The Whole Nine Yards,jonathan lynn bruce willis matthew perry rosanna arquette michael clarke duncan comedy crime bounty gangster boss montreal gangster dentist hoodlum
1965,1788,Footloose,herbert ross kevin bacon john lithgow dianne wiest chris penn drama family music romance dancing dancer dance music dance teacher
1966,11635,Old School,todd phillips luke wilson will ferrell vince vaughn ellen pompeo comedy sex doll streaking mouth to mouth resuscitation
1967,177,The Fisher King,terry gilliam jeff bridges robin williams mercedes ruehl amanda plummer comedy drama holy grail homeless person loss of lover mental disease sense of guilt suppressed past yuppie cynic fantasy self-discovery housebreaking forgiveness gun rampage talk show legend unsociability person running amok
1968,3600,I Still Know What You Did Last Summer,danny cannon jennifer love hewitt freddie prinze jr. mekhi phifer brandy norwood horror mystery thriller competition island radio bahamas college knife fisherman vacation revenge murder marijuana resort blood slasher storm hook killer
1969,2621,Return to Me,bonnie hunt david duchovny minnie driver carroll o'connor robert loggia romance comedy drama transplantation love of one's life veterinarian woman director
1970,10358,Zack and Miri Make a Porno,kevin smith seth rogen elizabeth banks jennifer schwalbach smith jason mewes comedy pornography love of one's life platonic love pornographic video best friend sex comedy best friends in love aftercreditsstinger duringcreditsstinger
1971,10480,Nurse Betty,neil labute renée zellweger morgan freeman chris rock greg kinnear comedy crime thriller independent film native american violence soap opera used car dealer nurse uniform female bartender tv production heart specialist formosa cafe hollywood tv writer murderer duo
1972,10313,The Men Who Stare at Goats,grant heslov george clooney ewan mcgregor jeff bridges kevin spacey comedy war vietnam veteran kuwait new age staring contest drug use paranoid fantasy hippie lifestyle
1973,18828,Double Take,george gallo orlando jones eddie griffin garcelle beauvais gary grubbs adventure drama action comedy romance mexico cia fbi train
1974,3558,"Girl, Interrupted",james mangold winona ryder angelina jolie clea duvall brittany murphy drama based on novel suicide attempt puberty biography borderline personality disorder
1975,13476,Win a Date with Tad Hamilton!,robert luketic josh duhamel kate bosworth topher grace nathan lane comedy romance celebrity romantic comedy male female relationship movie star
1976,10208,Muppets from Space,tim hill steve whitmire dave goelz bill barretta frank oz fantasy comedy science fiction family puppet the muppets
1977,24961,The Wiz,sidney lumet diana ross michael jackson nipsey russell ted ross adventure family fantasy music melancholy little dog based on stage musical based on film wizard
1978,20697,Ready to Rumble,brian robbins david arquette scott caan oliver platt rose mcgowan action comedy drama wrestling sport
1979,20761,Play It to the Bone,ron shelton antonio banderas woody harrelson lolita davidovich tom sizemore comedy drama sport
1980,70868,I Don't Know How She Does It,douglas mcgrath sarah jessica parker pierce brosnan sarah shahi busy philipps romance comedy pregnancy family vacation widower working mum in-laws
1981,43593,Piranha 3D,alexandre aja elisabeth shue adam scott jerry o'connell steven r. mcqueen comedy horror yacht movie in movie scuba diving piranha spring break man eaten by monster 3d
1982,6478,Beyond the Sea,kevin spacey kevin spacey kate bosworth john goodman bob hoskins drama music musical perfectionist rowboat courtship
1983,40688,Meet the Deedles,steve boyum paul walker john ashton dennis hopper eric braeden animation comedy family 
1984,26672,The Thief and the Cobbler,richard williams vincent price anthony quayle sean connery joan sims adventure fantasy animation science fiction family prophecy witch princess battle desert troubled production unfinished film
1985,45881,The Bridge of San Luis Rey,mary mcguckian gabriel byrne f. murray abraham kathy bates robert de niro romance drama based on novel bridge peru period drama 18th century woman director collapse
